FredRanch1_1, 529018.125025, 4108038.05548
FredRanch1_1, 529005.718792, 4108028.20659
FredRanch1_1, 528993.340503, 4108018.73931
FredRanch1_1, 528980.990158, 4108009.65364
FredRanch1_1, 528968.667757, 4108000.94958
FredRanch1_1, 528956.373301, 4107992.62713
FredRanch1_1, 528944.106788, 4107984.68629
FredRanch1_1, 528931.86822, 4107977.12705
FredRanch1_1, 528919.657595, 4107969.94943
FredRanch1_1, 528907.474915, 4107963.15341
FredRanch1_1, 528895.320179, 4107956.739
FredRanch1_1, 528883.193387, 4107950.7062
FredRanch1_1, 528871.09454, 4107945.055
FredRanch1_1, 528859.023636, 4107939.78542
FredRanch1_1, 528846.980676, 4107934.89744
FredRanch1_1, 528834.965661, 4107930.39107
FredRanch1_1, 528822.97859, 4107926.26631
FredRanch1_1, 528811.019463, 4107922.52316
FredRanch1_1, 528799.08828, 4107919.16162
FredRanch1_1, 528787.185041, 4107916.18168
FredRanch1_1, 528775.309746, 4107913.58335
FredRanch1_1, 528763.462395, 4107911.36664
FredRanch1_1, 528751.642989, 4107909.53152
FredRanch1_1, 528739.851527, 4107908.07802
FredRanch1_1, 528728.088008, 4107907.00613
FredRanch1_1, 528716.352434, 4107906.31584
FredRanch1_1, 528704.644804, 4107906.00717
FredRanch1_1, 528692.965118, 4107906.0801
FredRanch1_1, 528681.313377, 4107906.53464
FredRanch1_1, 528669.689579, 4107907.37079
FredRanch1_1, 528658.093726, 4107908.58854
FredRanch1_1, 528646.525816, 4107910.18791
FredRanch1_1, 528634.985851, 4107912.16888
FredRanch1_1, 528620.467424, 4107915.19429
FredRanch1_1, 528605.662335, 4107918.8505
FredRanch1_1, 528590.710835, 4107923.10283
FredRanch1_1, 528575.744917, 4107927.91371
FredRanch1_1, 528560.906273, 4107933.2367
FredRanch1_1, 528546.292284, 4107939.03598
FredRanch1_1, 528532.007686, 4107945.26994
FredRanch1_1, 528518.141455, 4107951.89967
FredRanch1_1, 528504.888131, 4107958.8244
FredRanch1_1, 528492.190307, 4107966.06607
FredRanch1_1, 528480.105924, 4107973.59159
FredRanch1_1, 528468.681633, 4107981.37185
FredRanch1_1, 528457.965159, 4107989.37364
FredRanch1_1, 528447.981324, 4107997.57764
FredRanch1_1, 528438.758236, 4108005.96071
FredRanch1_1, 528430.317839, 4108014.50289
FredRanch1_1, 528424.707458, 4108020.84989
FredRanch1_1, 528419.305892, 4108027.64799
FredRanch1_1, 528414.101953, 4108034.91121
FredRanch1_1, 528409.081781, 4108042.65887
FredRanch1_1, 528404.236568, 4108050.90295
FredRanch1_1, 528399.540086, 4108059.68647
FredRanch1_1, 528394.970493, 4108069.05003
FredRanch1_1, 528390.496402, 4108079.0578
FredRanch1_1, 528383.701036, 4108095.93732
FredRanch1_1, 528376.78373, 4108115.19416
FredRanch1_1, 528370.193908, 4108135.21243
FredRanch1_1, 528353.139617, 4108189.29023
FredRanch1_1, 528347.731976, 4108205.20681
FredRanch1_1, 528342.602976, 4108219.1709
FredRanch1_1, 528327.79359, 4108258.62222
FredRanch1_1, 528313.560671, 4108298.2882
FredRanch1_1, 528299.904219, 4108338.16884
FredRanch1_1, 528286.824235, 4108378.26416
FredRanch1_1, 528274.320718, 4108418.57414
FredRanch1_1, 528262.393668, 4108459.09878
FredRanch1_1, 528251.043085, 4108499.83809
FredRanch1_1, 528240.26897, 4108540.79206
FredRanch1_2, 529018.125025, 4108038.05548
FredRanch1_2, 528994.381279, 4108036.02086
FredRanch1_2, 528971.341496, 4108034.79222
FredRanch1_2, 528949.005677, 4108034.36954
FredRanch1_2, 528938.101754, 4108034.46044
FredRanch1_2, 528927.373822, 4108034.75283
FredRanch1_2, 528916.82188, 4108035.24671
FredRanch1_2, 528906.44593, 4108035.94208
FredRanch1_2, 528896.24597, 4108036.83895
FredRanch1_2, 528886.222001, 4108037.93731
FredRanch1_2, 528876.374024, 4108039.23716
FredRanch1_2, 528866.702037, 4108040.7385
FredRanch1_2, 528857.20604, 4108042.44133
FredRanch1_2, 528847.886035, 4108044.34566
FredRanch1_2, 528838.742021, 4108046.45147
FredRanch1_2, 528829.773998, 4108048.75878
FredRanch1_2, 528820.981965, 4108051.26758
FredRanch1_2, 528812.365923, 4108053.97788
FredRanch1_2, 528803.925873, 4108056.88966
FredRanch1_2, 528795.661813, 4108060.00294
FredRanch1_2, 528787.573744, 4108063.3177
FredRanch1_2, 528779.661666, 4108066.83396
FredRanch1_2, 528771.925579, 4108070.55172
FredRanch1_2, 528764.365482, 4108074.47096
FredRanch1_2, 528756.981377, 4108078.59169
FredRanch1_2, 528749.773263, 4108082.91392
FredRanch1_2, 528742.741139, 4108087.43764
FredRanch1_2, 528735.885006, 4108092.16285
FredRanch1_2, 528729.204864, 4108097.08955
FredRanch1_2, 528722.700714, 4108102.21775
FredRanch1_2, 528717.95685, 4108106.26458
FredRanch1_2, 528713.338954, 4108110.57031
FredRanch1_2, 528708.845158, 4108115.13668
FredRanch1_2, 528704.47342, 4108119.96578
FredRanch1_2, 528700.221958, 4108125.0595
FredRanch1_2, 528696.088126, 4108130.42099
FredRanch1_2, 528692.069541, 4108136.05332
FredRanch1_2, 528688.16354, 4108141.96022
FredRanch1_2, 528684.372185, 4108148.13772
FredRanch1_2, 528680.687272, 4108154.59829
FredRanch1_2, 528677.105564, 4108161.34759
FredRanch1_2, 528673.623331, 4108168.39265
FredRanch1_2, 528670.237593, 4108175.73927
FredRanch1_2, 528666.942746, 4108183.39939
FredRanch1_2, 528660.605077, 4108199.70901
FredRanch1_2, 528655.598894, 4108214.23762
FredRanch1_2, 528650.754481, 4108229.85091
FredRanch1_2, 528646.024983, 4108246.69796
FredRanch1_2, 528641.324557, 4108265.08359
FredRanch1_2, 528637.413297, 4108281.60905
FredRanch1_2, 528633.274673, 4108300.18028
FredRanch1_2, 528620.355546, 4108361.64581
FredRanch1_2, 528615.560088, 4108383.70301
FredRanch1_2, 528610.559397, 4108405.11991
FredRanch1_2, 528605.747564, 4108423.83891
FredRanch1_2, 528595.915086, 4108461.52001
FredRanch1_2, 528586.803438, 4108499.39944
FredRanch1_2, 528578.412621, 4108537.4772
FredRanch1_2, 528570.742634, 4108575.75329
FredRanch1_2, 528563.793477, 4108614.2277
FredRanch1_2, 528557.565151, 4108652.90045
FredRanch1_2, 528552.057654, 4108691.77152
